Time.hours ,Time.days,Treatment,Flask,CO2.ppm,m.z
796.25,33.17708333,13C_Control,29,275.48427,44
815.25,33.96875,13C_Control,29,171.49757,44
868.25,36.17708333,13C_Control,29,324.47795,44
915.25,38.13541667,13C_Control,29,11.31003,44
962.75,40.11458333,13C_Control,29,394.44291,44
986.75,41.11458333,13C_Control,29,131.06394,44
1031.25,42.96875,13C_Control,29,197.79548,44
1078.75,44.94791667,13C_Control,29,181.70066,44
1103,45.95833333,13C_Control,29,125.98335,44
1126,46.91666667,13C_Control,29,-14.83053,44
1150,47.91666667,13C_Control,29,32.26948,44
41,1.708333333,13C_Control,30,139.94124,44
114,4.75,13C_Control,30,113.745,44
157.5,6.5625,13C_Control,30,161.88426,44
204.5,8.520833333,13C_Control,30,275.97526,44
274.5,11.4375,13C_Control,30,372.82735,44
321.5,13.39583333,13C_Control,30,149.54466,44
391,16.29166667,13C_Control,30,153.47744,44
463.5,19.3125,13C_Control,30,674.49138,44
487,20.29166667,13C_Control,30,147.05064,44
535,22.29166667,13C_Control,30,203.03918,44
581.5,24.22916667,13C_Control,30,252.00148,44
653.25,27.21875,13C_Control,30,262.68525,44
699.75,29.15625,13C_Control,30,215.92942,44
749.75,31.23958333,13C_Control,30,281.10569,44
796.25,33.17708333,13C_Control,30,418.2252,44
815.25,33.96875,13C_Control,30,180.17593,44
868.25,36.17708333,13C_Control,30,243.22944,44
915.25,38.13541667,13C_Control,30,16.35644,44
962.75,40.11458333,13C_Control,30,218.71994,44
986.75,41.11458333,13C_Control,30,143.6551,44
1031.25,42.96875,13C_Control,30,191.49295,44
1078.75,44.94791667,13C_Control,30,194.99007,44
1103,45.95833333,13C_Control,30,151.16915,44
1126,46.91666667,13C_Control,30,165.34586,44
1150,47.91666667,13C_Control,30,6.08695,44
41,1.708333333,H2O,31,302.8131,44
114,4.75,H2O,31,201.01525,44
157.5,6.5625,H2O,31,78.33334,44
204.5,8.520833333,H2O,31,223.75743,44
274.5,11.4375,H2O,31,489.34462,44
321.5,13.39583333,H2O,31,140.88263,44
391,16.29166667,H2O,31,308.63933,44
463.5,19.3125,H2O,31,434.33366,44
487,20.29166667,H2O,31,125.33481,44
535,22.29166667,H2O,31,183.58161,44
581.5,24.22916667,H2O,31,270.55465,44
653.25,27.21875,H2O,31,234.40148,44
699.75,29.15625,H2O,31,253.05527,44
749.75,31.23958333,H2O,31,324.19086,44
796.25,33.17708333,H2O,31,233.63189,44
815.25,33.96875,H2O,31,151.99765,44
868.25,36.17708333,H2O,31,243.73769,44
915.25,38.13541667,H2O,31,103.54026,44
962.75,40.11458333,H2O,31,182.35656,44
986.75,41.11458333,H2O,31,106.79045,44
1031.25,42.96875,H2O,31,199.69579,44
1078.75,44.94791667,H2O,31,194.14743,44
1103,45.95833333,H2O,31,131.29545,44
1126,46.91666667,H2O,31,-5.07571,44
1150,47.91666667,H2O,31,-1.11013,44
41,1.708333333,H2O,32,292.74742,44
114,4.75,H2O,32,147.42578,44
157.5,6.5625,H2O,32,134.88805,44
204.5,8.520833333,H2O,32,288.5701,44
274.5,11.4375,H2O,32,441.33241,44
321.5,13.39583333,H2O,32,142.35842,44
391,16.29166667,H2O,32,288.91436,44
463.5,19.3125,H2O,32,432.48361,44
487,20.29166667,H2O,32,170.9988,44
535,22.29166667,H2O,32,253.65536,44
581.5,24.22916667,H2O,32,241.81393,44
653.25,27.21875,H2O,32,204.61275,44
699.75,29.15625,H2O,32,186.64033,44
749.75,31.23958333,H2O,32,223.5347,44
796.25,33.17708333,H2O,32,228.24866,44
815.25,33.96875,H2O,32,140.51834,44
868.25,36.17708333,H2O,32,248.18883,44
915.25,38.13541667,H2O,32,43.11261,44
962.75,40.11458333,H2O,32,156.19633,44
986.75,41.11458333,H2O,32,121.74221,44
1031.25,42.96875,H2O,32,190.65898,44
1078.75,44.94791667,H2O,32,170.90914,44
1103,45.95833333,H2O,32,130.65861,44
1126,46.91666667,H2O,32,3.4475,44
1150,47.91666667,H2O,32,12.656,44
41,1.708333333,H2O,33,288.98496,44
114,4.75,H2O,33,148.43233,44
157.5,6.5625,H2O,33,200.20727,44
204.5,8.520833333,H2O,33,286.43765,44
274.5,11.4375,H2O,33,666.83655,44
321.5,13.39583333,H2O,33,280.99356,44
391,16.29166667,H2O,33,306.66119,44
463.5,19.3125,H2O,33,442.78908,44
487,20.29166667,H2O,33,195.8657,44
535,22.29166667,H2O,33,496.91234,44
581.5,24.22916667,H2O,33,283.32076,44
653.25,27.21875,H2O,33,188.84116,44
699.75,29.15625,H2O,33,225.6254,44
749.75,31.23958333,H2O,33,257.70816,44
796.25,33.17708333,H2O,33,246.79598,44
815.25,33.96875,H2O,33,138.07147,44
868.25,36.17708333,H2O,33,268.68709,44
915.25,38.13541667,H2O,33,45.05135,44
962.75,40.11458333,H2O,33,225.84633,44
986.75,41.11458333,H2O,33,127.04175,44
1031.25,42.96875,H2O,33,331.073,44
1078.75,44.94791667,H2O,33,158.4566,44
1103,45.95833333,H2O,33,135.77948,44
1126,46.91666667,H2O,33,1.53818,44
1150,47.91666667,H2O,33,52.91737,44
41,1.708333333,H2O,34,337.84908,44
114,4.75,H2O,34,187.44213,44
157.5,6.5625,H2O,34,109.8146,44
204.5,8.520833333,H2O,34,200.72932,44
274.5,11.4375,H2O,34,477.05789,44
321.5,13.39583333,H2O,34,191.26456,44
391,16.29166667,H2O,34,260.12839,44
463.5,19.3125,H2O,34,408.05587,44
487,20.29166667,H2O,34,142.06149,44
535,22.29166667,H2O,34,194.86791,44
581.5,24.22916667,H2O,34,272.65313,44
653.25,27.21875,H2O,34,225.23065,44
699.75,29.15625,H2O,34,196.29752,44
749.75,31.23958333,H2O,34,304.69138,44
796.25,33.17708333,H2O,34,234.08914,44
815.25,33.96875,H2O,34,159.08384,44
868.25,36.17708333,H2O,34,272.4336,44
915.25,38.13541667,H2O,34,60.70264,44
962.75,40.11458333,H2O,34,246.6913,44
986.75,41.11458333,H2O,34,115.94957,44
1031.25,42.96875,H2O,34,208.12198,44
1078.75,44.94791667,H2O,34,192.1505,44
1103,45.95833333,H2O,34,165.94723,44
1126,46.91666667,H2O,34,27.49048,44
1150,47.91666667,H2O,34,88.35205,44
41,1.708333333,H2O,35,321.64833,44
114,4.75,H2O,35,104.36136,44
157.5,6.5625,H2O,35,406.31657,44
204.5,8.520833333,H2O,35,120.53094,44
274.5,11.4375,H2O,35,207.91163,44
321.5,13.39583333,H2O,35,-1.89312,44
391,16.29166667,H2O,35,137.0762,44
463.5,19.3125,H2O,35,142.43877,44
487,20.29166667,H2O,35,173.23463,44
535,22.29166667,H2O,35,124.54392,44
581.5,24.22916667,H2O,35,93.60252,44
653.25,27.21875,H2O,35,166.03081,44
699.75,29.15625,H2O,35,141.9278,44
749.75,31.23958333,H2O,35,156.16693,44
796.25,33.17708333,H2O,35,236.88188,44
815.25,33.96875,H2O,35,152.8758,44
868.25,36.17708333,H2O,35,235.3454,44
915.25,38.13541667,H2O,35,-77.68149,44
962.75,40.11458333,H2O,35,76.25483,44
986.75,41.11458333,H2O,35,100.26209,44
1031.25,42.96875,H2O,35,176.16522,44
1078.75,44.94791667,H2O,35,145.18797,44
1103,45.95833333,H2O,35,138.23573,44
1126,46.91666667,H2O,35,-24.81447,44
1150,47.91666667,H2O,35,32.24542,44
41,1.708333333,12C100,1,2.15718,45
114,4.75,12C100,1,1.06577,45
157.5,6.5625,12C100,1,2.67817,45
204.5,8.520833333,12C100,1,3.62042,45
274.5,11.4375,12C100,1,16.11478,45
321.5,13.39583333,12C100,1,11.70564,45
391,16.29166667,12C100,1,20.81219,45
463.5,19.3125,12C100,1,20.84469,45
487,20.29166667,12C100,1,6.19174,45
535,22.29166667,12C100,1,13.51166,45
581.5,24.22916667,12C100,1,4.10489,45
653.25,27.21875,12C100,1,11.11678,45
699.75,29.15625,12C100,1,12.38914,45
749.75,31.23958333,12C100,1,6.92548,45
796.25,33.17708333,12C100,1,5.53635,45
815.25,33.96875,12C100,1,2.19778,45
868.25,36.17708333,12C100,1,8.94971,45
915.25,38.13541667,12C100,1,3.32171,45
962.75,40.11458333,12C100,1,4.84651,45
986.75,41.11458333,12C100,1,2.72948,45
1031.25,42.96875,12C100,1,8.25637,45
1078.75,44.94791667,12C100,1,4.34539,45
1103,45.95833333,12C100,1,3.4564,45
1126,46.91666667,12C100,1,0.20385,45
1150,47.91666667,12C100,1,4.42849,45
41,1.708333333,12C100,2,3.7883,45
114,4.75,12C100,2,2.30268,45
157.5,6.5625,12C100,2,2.56858,45
204.5,8.520833333,12C100,2,14.36877,45
274.5,11.4375,12C100,2,18.01971,45
321.5,13.39583333,12C100,2,12.80903,45
391,16.29166667,12C100,2,25.36751,45
463.5,19.3125,12C100,2,25.40676,45
487,20.29166667,12C100,2,7.11493,45
535,22.29166667,12C100,2,15.32739,45
581.5,24.22916667,12C100,2,10.69976,45
653.25,27.21875,12C100,2,9.74156,45
699.75,29.15625,12C100,2,11.95598,45
749.75,31.23958333,12C100,2,-1.32673,45
796.25,33.17708333,12C100,2,3.60174,45
815.25,33.96875,12C100,2,2.36658,45
868.25,36.17708333,12C100,2,8.22752,45
915.25,38.13541667,12C100,2,3.39934,45
962.75,40.11458333,12C100,2,4.87604,45
986.75,41.11458333,12C100,2,2.79677,45
1031.25,42.96875,12C100,2,7.99115,45
1078.75,44.94791667,12C100,2,3.88571,45
1103,45.95833333,12C100,2,3.61106,45
1126,46.91666667,12C100,2,0.17033,45
1150,47.91666667,12C100,2,5.08027,45
41,1.708333333,12C100,3,6.4358,45
114,4.75,12C100,3,3.389,45
157.5,6.5625,12C100,3,3.20526,45
204.5,8.520833333,12C100,3,10.34172,45
274.5,11.4375,12C100,3,16.80404,45
321.5,13.39583333,12C100,3,11.03923,45
391,16.29166667,12C100,3,20.47423,45
463.5,19.3125,12C100,3,21.82663,45
487,20.29166667,12C100,3,5.09745,45
535,22.29166667,12C100,3,16.96332,45
581.5,24.22916667,12C100,3,9.4989,45
653.25,27.21875,12C100,3,8.62188,45
699.75,29.15625,12C100,3,11.36377,45
749.75,31.23958333,12C100,3,-1.3188,45
796.25,33.17708333,12C100,3,4.43764,45
815.25,33.96875,12C100,3,2.91088,45
41,1.708333333,12C100,4,5.11525,45
114,4.75,12C100,4,2.35474,45
157.5,6.5625,12C100,4,3.63221,45
204.5,8.520833333,12C100,4,16.2559,45
274.5,11.4375,12C100,4,14.91107,45
321.5,13.39583333,12C100,4,11.27707,45
391,16.29166667,12C100,4,21.40891,45
463.5,19.3125,12C100,4,20.9467,45
487,20.29166667,12C100,4,5.69608,45
535,22.29166667,12C100,4,15.84659,45
581.5,24.22916667,12C100,4,8.32029,45
653.25,27.21875,12C100,4,7.80886,45
699.75,29.15625,12C100,4,10.30688,45
749.75,31.23958333,12C100,4,7.02419,45
796.25,33.17708333,12C100,4,4.38761,45
815.25,33.96875,12C100,4,1.88697,45
41,1.708333333,12C100,5,6.80876,45
114,4.75,12C100,5,2.66948,45
157.5,6.5625,12C100,5,2.82131,45
204.5,8.520833333,12C100,5,19.09748,45
274.5,11.4375,12C100,5,15.19821,45
321.5,13.39583333,12C100,5,9.2397,45
391,16.29166667,12C100,5,18.71345,45
463.5,19.3125,12C100,5,22.94047,45
487,20.29166667,12C100,5,6.32752,45
41,1.708333333,12C700,6,26.83562,45
114,4.75,12C700,6,2.29365,45
157.5,6.5625,12C700,6,5.82011,45
204.5,8.520833333,12C700,6,7.8653,45
274.5,11.4375,12C700,6,16.15932,45
321.5,13.39583333,12C700,6,10.27858,45
391,16.29166667,12C700,6,16.81061,45
463.5,19.3125,12C700,6,25.05385,45
487,20.29166667,12C700,6,8.37731,45
535,22.29166667,12C700,6,10.8492,45
581.5,24.22916667,12C700,6,14.9711,45
653.25,27.21875,12C700,6,13.31293,45
699.75,29.15625,12C700,6,8.86839,45
749.75,31.23958333,12C700,6,6.5341,45
796.25,33.17708333,12C700,6,5.92195,45
815.25,33.96875,12C700,6,2.64858,45
868.25,36.17708333,12C700,6,4.78686,45
915.25,38.13541667,12C700,6,2.06564,45
962.75,40.11458333,12C700,6,3.97921,45
986.75,41.11458333,12C700,6,2.46473,45
1031.25,42.96875,12C700,6,4.02882,45
1078.75,44.94791667,12C700,6,3.77848,45
1103,45.95833333,12C700,6,2.93268,45
1126,46.91666667,12C700,6,0.70321,45
1150,47.91666667,12C700,6,0.8714,45
41,1.708333333,12C700,7,28.37092,45
114,4.75,12C700,7,11.00731,45
157.5,6.5625,12C700,7,4.83376,45
204.5,8.520833333,12C700,7,12.36815,45
274.5,11.4375,12C700,7,15.65949,45
321.5,13.39583333,12C700,7,7.88444,45
391,16.29166667,12C700,7,13.86723,45
463.5,19.3125,12C700,7,26.18938,45
487,20.29166667,12C700,7,8.2279,45
535,22.29166667,12C700,7,14.11216,45
581.5,24.22916667,12C700,7,11.36598,45
653.25,27.21875,12C700,7,11.05514,45
699.75,29.15625,12C700,7,8.22031,45
749.75,31.23958333,12C700,7,6.20423,45
796.25,33.17708333,12C700,7,6.14028,45
815.25,33.96875,12C700,7,2.36557,45
868.25,36.17708333,12C700,7,5.02793,45
915.25,38.13541667,12C700,7,1.39657,45
962.75,40.11458333,12C700,7,3.22738,45
986.75,41.11458333,12C700,7,2.03342,45
1031.25,42.96875,12C700,7,3.80116,45
1078.75,44.94791667,12C700,7,2.36269,45
1103,45.95833333,12C700,7,2.80175,45
1126,46.91666667,12C700,7,0.64917,45
1150,47.91666667,12C700,7,0.61623,45
41,1.708333333,12C700,8,25.75127,45
114,4.75,12C700,8,12.90159,45
157.5,6.5625,12C700,8,5.2704,45
204.5,8.520833333,12C700,8,12.27241,45
274.5,11.4375,12C700,8,15.74191,45
321.5,13.39583333,12C700,8,8.88293,45
391,16.29166667,12C700,8,16.64187,45
463.5,19.3125,12C700,8,26.75744,45
487,20.29166667,12C700,8,7.87811,45
535,22.29166667,12C700,8,11.52624,45
581.5,24.22916667,12C700,8,9.72776,45
653.25,27.21875,12C700,8,9.43068,45
699.75,29.15625,12C700,8,7.641,45
749.75,31.23958333,12C700,8,6.55344,45
796.25,33.17708333,12C700,8,-0.8977,45
815.25,33.96875,12C700,8,2.22103,45
41,1.708333333,12C700,9,27.6406,45
114,4.75,12C700,9,5.73826,45
157.5,6.5625,12C700,9,5.5045,45
204.5,8.520833333,12C700,9,8.4632,45
274.5,11.4375,12C700,9,14.9689,45
321.5,13.39583333,12C700,9,9.29635,45
391,16.29166667,12C700,9,13.73829,45
463.5,19.3125,12C700,9,20.93321,45
487,20.29166667,12C700,9,6.65106,45
535,22.29166667,12C700,9,11.35416,45
581.5,24.22916667,12C700,9,10.48234,45
653.25,27.21875,12C700,9,9.94968,45
699.75,29.15625,12C700,9,7.44376,45
749.75,31.23958333,12C700,9,5.43139,45
796.25,33.17708333,12C700,9,4.70752,45
815.25,33.96875,12C700,9,1.99765,45
41,1.708333333,12C700,10,28.12581,45
114,4.75,12C700,10,5.20812,45
157.5,6.5625,12C700,10,0.2778,45
204.5,8.520833333,12C700,10,7.43193,45
274.5,11.4375,12C700,10,16.46573,45
321.5,13.39583333,12C700,10,8.33432,45
391,16.29166667,12C700,10,15.54658,45
463.5,19.3125,12C700,10,23.91479,45
487,20.29166667,12C700,10,5.42402,45
41,1.708333333,12C_Control,11,1.67448,45
114,4.75,12C_Control,11,0.93669,45
157.5,6.5625,12C_Control,11,1.60162,45
204.5,8.520833333,12C_Control,11,5.63881,45
274.5,11.4375,12C_Control,11,10.19594,45
321.5,13.39583333,12C_Control,11,6.44392,45
391,16.29166667,12C_Control,11,4.53265,45
463.5,19.3125,12C_Control,11,17.29915,45
487,20.29166667,12C_Control,11,3.27631,45
535,22.29166667,12C_Control,11,4.42297,45
581.5,24.22916667,12C_Control,11,4.17292,45
653.25,27.21875,12C_Control,11,6.91523,45
699.75,29.15625,12C_Control,11,3.77257,45
749.75,31.23958333,12C_Control,11,1.51908,45
796.25,33.17708333,12C_Control,11,3.5512,45
815.25,33.96875,12C_Control,11,1.76568,45
868.25,36.17708333,12C_Control,11,3.42232,45
915.25,38.13541667,12C_Control,11,0.86945,45
962.75,40.11458333,12C_Control,11,2.2312,45
986.75,41.11458333,12C_Control,11,1.80287,45
1031.25,42.96875,12C_Control,11,2.42727,45
1078.75,44.94791667,12C_Control,11,3.57495,45
1103,45.95833333,12C_Control,11,2.23668,45
1126,46.91666667,12C_Control,11,-0.19222,45
1150,47.91666667,12C_Control,11,0.34721,45
41,1.708333333,12C_Control,12,1.72935,45
114,4.75,12C_Control,12,1.33695,45
157.5,6.5625,12C_Control,12,1.57875,45
204.5,8.520833333,12C_Control,12,7.41874,45
274.5,11.4375,12C_Control,12,11.14242,45
321.5,13.39583333,12C_Control,12,7.81937,45
391,16.29166667,12C_Control,12,14.55263,45
463.5,19.3125,12C_Control,12,16.29493,45
487,20.29166667,12C_Control,12,5.15751,45
535,22.29166667,12C_Control,12,6.61311,45
581.5,24.22916667,12C_Control,12,7.48688,45
653.25,27.21875,12C_Control,12,6.01632,45
699.75,29.15625,12C_Control,12,5.61318,45
749.75,31.23958333,12C_Control,12,4.07768,45
796.25,33.17708333,12C_Control,12,4.11015,45
815.25,33.96875,12C_Control,12,2.22709,45
868.25,36.17708333,12C_Control,12,3.66592,45
915.25,38.13541667,12C_Control,12,1.17183,45
962.75,40.11458333,12C_Control,12,2.40126,45
986.75,41.11458333,12C_Control,12,1.93966,45
1031.25,42.96875,12C_Control,12,2.21555,45
1078.75,44.94791667,12C_Control,12,2.7916,45
1103,45.95833333,12C_Control,12,1.8906,45
1126,46.91666667,12C_Control,12,1.54461,45
1150,47.91666667,12C_Control,12,1.12293,45
41,1.708333333,12C_Control,13,3.47578,45
114,4.75,12C_Control,13,2.63469,45
157.5,6.5625,12C_Control,13,1.4458,45
204.5,8.520833333,12C_Control,13,7.66982,45
274.5,11.4375,12C_Control,13,11.51065,45
321.5,13.39583333,12C_Control,13,6.42036,45
391,16.29166667,12C_Control,13,13.56321,45
463.5,19.3125,12C_Control,13,19.11823,45
487,20.29166667,12C_Control,13,6.80602,45
535,22.29166667,12C_Control,13,8.45672,45
581.5,24.22916667,12C_Control,13,9.85935,45
653.25,27.21875,12C_Control,13,8.14028,45
699.75,29.15625,12C_Control,13,5.81329,45
749.75,31.23958333,12C_Control,13,4.50825,45
796.25,33.17708333,12C_Control,13,4.05254,45
815.25,33.96875,12C_Control,13,2.83153,45
41,1.708333333,12C_Control,14,0.95195,45
114,4.75,12C_Control,14,0.88702,45
157.5,6.5625,12C_Control,14,2.35212,45
204.5,8.520833333,12C_Control,14,2.37934,45
274.5,11.4375,12C_Control,14,10.56549,45
321.5,13.39583333,12C_Control,14,2.36749,45
391,16.29166667,12C_Control,14,5.13073,45
463.5,19.3125,12C_Control,14,17.30384,45
487,20.29166667,12C_Control,14,6.02871,45
535,22.29166667,12C_Control,14,8.90115,45
581.5,24.22916667,12C_Control,14,8.20332,45
653.25,27.21875,12C_Control,14,7.68556,45
699.75,29.15625,12C_Control,14,5.85866,45
749.75,31.23958333,12C_Control,14,4.18483,45
796.25,33.17708333,12C_Control,14,4.24105,45
815.25,33.96875,12C_Control,14,2.01736,45
41,1.708333333,12C_Control,15,1.41906,45
114,4.75,12C_Control,15,1.09817,45
157.5,6.5625,12C_Control,15,0.27929,45
204.5,8.520833333,12C_Control,15,4.41665,45
274.5,11.4375,12C_Control,15,8.61005,45
321.5,13.39583333,12C_Control,15,4.51425,45
391,16.29166667,12C_Control,15,5.79759,45
463.5,19.3125,12C_Control,15,8.73721,45
487,20.29166667,12C_Control,15,4.58109,45
41,1.708333333,13C100,16,1.46112,45
114,4.75,13C100,16,2.18476,45
157.5,6.5625,13C100,16,2.98235,45
204.5,8.520833333,13C100,16,66.35184,45
274.5,11.4375,13C100,16,325.44394,45
321.5,13.39583333,13C100,16,404.50095,45
391,16.29166667,13C100,16,585.65803,45
463.5,19.3125,13C100,16,758.20657,45
487,20.29166667,13C100,16,229.46443,45
535,22.29166667,13C100,16,388.56151,45
581.5,24.22916667,13C100,16,337.08824,45
653.25,27.21875,13C100,16,429.28673,45
699.75,29.15625,13C100,16,293.81555,45
749.75,31.23958333,13C100,16,203.40058,45
796.25,33.17708333,13C100,16,111.32234,45
815.25,33.96875,13C100,16,37.3715,45
868.25,36.17708333,13C100,16,121.84141,45
915.25,38.13541667,13C100,16,88.49571,45
962.75,40.11458333,13C100,16,86.00694,45
986.75,41.11458333,13C100,16,50.36237,45
1031.25,42.96875,13C100,16,95.23191,45
1078.75,44.94791667,13C100,16,60.22536,45
1103,45.95833333,13C100,16,49.44251,45
1126,46.91666667,13C100,16,23.62133,45
1150,47.91666667,13C100,16,43.04608,45
41,1.708333333,13C100,17,7.22518,45
114,4.75,13C100,17,3.86337,45
157.5,6.5625,13C100,17,3.28454,45
204.5,8.520833333,13C100,17,118.90701,45
274.5,11.4375,13C100,17,359.43358,45
321.5,13.39583333,13C100,17,472.21728,45
391,16.29166667,13C100,17,689.9848,45
463.5,19.3125,13C100,17,946.4408,45
487,20.29166667,13C100,17,267.27214,45
535,22.29166667,13C100,17,491.37648,45
581.5,24.22916667,13C100,17,452.36739,45
653.25,27.21875,13C100,17,526.84836,45
699.75,29.15625,13C100,17,255.34186,45
749.75,31.23958333,13C100,17,170.83223,45
796.25,33.17708333,13C100,17,110.92865,45
815.25,33.96875,13C100,17,37.86223,45
868.25,36.17708333,13C100,17,106.63187,45
915.25,38.13541667,13C100,17,92.55003,45
962.75,40.11458333,13C100,17,95.0003,45
986.75,41.11458333,13C100,17,56.62246,45
1031.25,42.96875,13C100,17,102.50435,45
1078.75,44.94791667,13C100,17,67.16432,45
1103,45.95833333,13C100,17,56.8274,45
1126,46.91666667,13C100,17,26.07369,45
1150,47.91666667,13C100,17,40.37553,45
41,1.708333333,13C100,18,2.21874,45
114,4.75,13C100,18,1.00627,45
157.5,6.5625,13C100,18,2.39338,45
204.5,8.520833333,13C100,18,88.66486,45
274.5,11.4375,13C100,18,175.60716,45
321.5,13.39583333,13C100,18,436.45889,45
391,16.29166667,13C100,18,227.52263,45
463.5,19.3125,13C100,18,348.5444,45
487,20.29166667,13C100,18,223.96468,45
535,22.29166667,13C100,18,445.40667,45
581.5,24.22916667,13C100,18,442.01357,45
653.25,27.21875,13C100,18,468.97339,45
699.75,29.15625,13C100,18,119.32307,45
749.75,31.23958333,13C100,18,110.19615,45
796.25,33.17708333,13C100,18,102.69291,45
815.25,33.96875,13C100,18,32.28784,45
868.25,36.17708333,13C100,18,103.81789,45
915.25,38.13541667,13C100,18,60.25963,45
962.75,40.11458333,13C100,18,84.71092,45
986.75,41.11458333,13C100,18,47.25053,45
1031.25,42.96875,13C100,18,87.46888,45
1078.75,44.94791667,13C100,18,63.59307,45
1103,45.95833333,13C100,18,47.41272,45
1126,46.91666667,13C100,18,21.61019,45
1150,47.91666667,13C100,18,35.10224,45
41,1.708333333,13C100,19,6.49012,45
114,4.75,13C100,19,3.40069,45
157.5,6.5625,13C100,19,3.29299,45
204.5,8.520833333,13C100,19,97.95259,45
274.5,11.4375,13C100,19,267.50375,45
321.5,13.39583333,13C100,19,497.579,45
391,16.29166667,13C100,19,702.42021,45
463.5,19.3125,13C100,19,962.07974,45
487,20.29166667,13C100,19,273.80612,45
535,22.29166667,13C100,19,532.65864,45
581.5,24.22916667,13C100,19,472.67453,45
653.25,27.21875,13C100,19,529.28583,45
699.75,29.15625,13C100,19,292.04276,45
749.75,31.23958333,13C100,19,192.41813,45
796.25,33.17708333,13C100,19,132.27809,45
815.25,33.96875,13C100,19,42.62952,45
868.25,36.17708333,13C100,19,140.44106,45
915.25,38.13541667,13C100,19,101.67446,45
962.75,40.11458333,13C100,19,88.63299,45
986.75,41.11458333,13C100,19,61.15068,45
1031.25,42.96875,13C100,19,112.54279,45
1078.75,44.94791667,13C100,19,65.95504,45
1103,45.95833333,13C100,19,57.62293,45
1126,46.91666667,13C100,19,24.77261,45
1150,47.91666667,13C100,19,39.13321,45
41,1.708333333,13C100,20,7.0497,45
114,4.75,13C100,20,4.51782,45
157.5,6.5625,13C100,20,3.57356,45
204.5,8.520833333,13C100,20,114.72519,45
274.5,11.4375,13C100,20,390.05338,45
321.5,13.39583333,13C100,20,449.44547,45
391,16.29166667,13C100,20,596.98594,45
463.5,19.3125,13C100,20,876.06466,45
487,20.29166667,13C100,20,272.23938,45
535,22.29166667,13C100,20,544.33029,45
581.5,24.22916667,13C100,20,958.7974,45
653.25,27.21875,13C100,20,564.96061,45
699.75,29.15625,13C100,20,309.24581,45
749.75,31.23958333,13C100,20,240.56578,45
796.25,33.17708333,13C100,20,156.4673,45
815.25,33.96875,13C100,20,39.54061,45
868.25,36.17708333,13C100,20,137.06661,45
915.25,38.13541667,13C100,20,103.56338,45
962.75,40.11458333,13C100,20,99.38242,45
986.75,41.11458333,13C100,20,58.91359,45
1031.25,42.96875,13C100,20,105.11441,45
1078.75,44.94791667,13C100,20,67.59521,45
1103,45.95833333,13C100,20,57.33197,45
1126,46.91666667,13C100,20,27.36793,45
1150,47.91666667,13C100,20,41.88031,45
41,1.708333333,13C700,21,26.71501,45
114,4.75,13C700,21,4.99803,45
157.5,6.5625,13C700,21,5.40807,45
204.5,8.520833333,13C700,21,72.5985,45
274.5,11.4375,13C700,21,207.29108,45
321.5,13.39583333,13C700,21,238.13858,45
391,16.29166667,13C700,21,245.04222,45
463.5,19.3125,13C700,21,339.18695,45
487,20.29166667,13C700,21,271.0194,45
535,22.29166667,13C700,21,749.48492,45
581.5,24.22916667,13C700,21,681.1266,45
653.25,27.21875,13C700,21,436.53961,45
699.75,29.15625,13C700,21,257.31476,45
749.75,31.23958333,13C700,21,133.67496,45
796.25,33.17708333,13C700,21,112.09659,45
815.25,33.96875,13C700,21,43.94453,45
868.25,36.17708333,13C700,21,120.45918,45
915.25,38.13541667,13C700,21,62.41616,45
962.75,40.11458333,13C700,21,95.96068,45
986.75,41.11458333,13C700,21,54.84867,45
1031.25,42.96875,13C700,21,86.34085,45
1078.75,44.94791667,13C700,21,62.58435,45
1103,45.95833333,13C700,21,54.7754,45
1126,46.91666667,13C700,21,21.97069,45
1150,47.91666667,13C700,21,22.94079,45
41,1.708333333,13C700,22,26.83033,45
114,4.75,13C700,22,12.14037,45
157.5,6.5625,13C700,22,5.61981,45
204.5,8.520833333,13C700,22,92.27688,45
274.5,11.4375,13C700,22,210.02285,45
321.5,13.39583333,13C700,22,250.25063,45
391,16.29166667,13C700,22,567.41548,45
463.5,19.3125,13C700,22,878.67047,45
487,20.29166667,13C700,22,275.44504,45
535,22.29166667,13C700,22,563.70511,45
581.5,24.22916667,13C700,22,564.50357,45
653.25,27.21875,13C700,22,657.8238,45
699.75,29.15625,13C700,22,358.71253,45
749.75,31.23958333,13C700,22,280.8511,45
796.25,33.17708333,13C700,22,153.61946,45
815.25,33.96875,13C700,22,51.88866,45
868.25,36.17708333,13C700,22,142.09013,45
915.25,38.13541667,13C700,22,123.47198,45
962.75,40.11458333,13C700,22,114.74578,45
986.75,41.11458333,13C700,22,63.67236,45
1031.25,42.96875,13C700,22,96.38726,45
1078.75,44.94791667,13C700,22,70.4665,45
1103,45.95833333,13C700,22,60.69633,45
1126,46.91666667,13C700,22,45.53798,45
1150,47.91666667,13C700,22,28.05806,45
41,1.708333333,13C700,23,28.86282,45
114,4.75,13C700,23,6.58209,45
157.5,6.5625,13C700,23,1.37224,45
204.5,8.520833333,13C700,23,92.20867,45
274.5,11.4375,13C700,23,238.91318,45
321.5,13.39583333,13C700,23,241.59965,45
391,16.29166667,13C700,23,597.59172,45
463.5,19.3125,13C700,23,1037.72201,45
487,20.29166667,13C700,23,334.07113,45
535,22.29166667,13C700,23,552.81137,45
